Date,Complete_band_set,Source_valid_pct,Core_valid_pct,Night_pct,Cloud_mask_medium_high_pct,Confident_clear_pct,Probably_clear_pct,Probably_cloudy_pct,Confident_cloudy_pct,Cloudy_pct,Shadow_pct,Cirrus_pct,Snow_ice_pct,QF_DNB_good_pct,Strict_observable_pct,Inclusive_observable_pct,Strict_observable_pixels,Land_water_change_pct,Radiance_all_median,Radiance_strict_p25,Radiance_strict_median,Radiance_strict_p75,Radiance_strict_p95,Sensor_zenith_abs_p25,Sensor_zenith_abs_median,Sensor_zenith_abs_p75,Sensor_zenith_abs_p90,Sensor_azimuth_circular_mean,Sensor_azimuth_resultant,UTC_time_p25,UTC_time_median,UTC_time_p75,Moon_illumination_pct,Granule_mode,Granule_unique_count,QF_Substitute_calibration_pct,QF_Out_of_range_pct,QF_Saturation_pct,QF_Temperature_not_nominal_pct,QF_Stray_light_pct,QF_Bowtie_deleted_pct,QF_Missing_EV_pct,QF_Calibration_failure_pct,QF_Dead_detector_pct,Days_from_event
2013-05-12,True,100.0,100.0,100.0,100.0,0.4579765055123185,1.0282500219711543,0.37985684572343686,98.1339166267931,98.51377347251653,0.0,82.01685431659945,0.0,100.0,0.4579765055123185,1.4139658421787573,469,0.0,0.030000001192092896,0.020000000298023225,0.030000001192092896,0.030000001192092896,0.04000000059604645,0.04239999771118164,0.06840000152587891,0.08649999618530274,0.10119999885559082,359.2325270646951,0.9999901600256459,17.24887466430664,17.251501083374023,17.253664016723633,0.06590000152587891,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180
2013-05-13,True,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,99.9902350425264,0.0,100.0,0.0,0.0,0,3.8425107658656144,0.05,,,,,0.28829999923706057,0.30290000915527343,0.32279998779296876,0.33849998474121096,0.9810803568797724,0.9999999969307248,16.935041427612305,16.937698364257812,16.939828872680664,0.1234000015258789,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179
2013-05-14,True,100.0,100.0,100.0,100.0,10.596931850361791,5.462517210737547,1.593641059693185,82.34690987920747,83.94055093890066,0.0,87.55749118712588,0.0,100.0,10.596931850361791,11.392775884461024,10852,3.9430898278438002,0.04000000059604645,0.030000001192092896,0.04000000059604645,0.04000000059604645,0.06000000238418579,0.535099983215332,0.543499984741211,0.5545000076293946,0.5634000015258789,0.972679983822502,0.9999999991898905,16.620838165283203,16.62355613708496,16.625701904296875,0.1903000068664551,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-178
2013-05-15,True,100.0,100.0,100.0,100.0,92.69288232249748,2.4207329577079695,0.7841260851308993,4.102258634663646,4.886384719794545,0.0,5.942953118439169,0.0,100.0,92.69288232249748,93.51606823752282,94924,4.4547735994609745,0.05,0.04000000059604645,0.05,0.06999999880790711,0.1,0.6329000091552734,0.6416000366210938,0.6476999664306641,0.6526000213623047,359.2298073821932,0.9999962364806496,17.979948043823242,17.982574462890625,17.984798431396484,0.26809999465942386,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177
2013-05-16,True,100.0,100.0,100.0,100.0,91.66463230052632,1.3690470378001502,0.30271368168191626,6.663606979991601,6.966320661673518,0.0,2.066265001415919,0.0,100.0,91.66463230052632,92.87353403575928,93871,4.157918892263225,0.04000000059604645,0.030000001192092896,0.04000000059604645,0.05,0.06999999880790711,0.46369998931884765,0.47830001831054686,0.4886000061035156,0.49639999389648437,359.20493390500343,0.9999999989590659,17.667102813720703,17.669729232788086,17.671892166137695,0.354900016784668,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176
2013-05-17,True,100.0,100.0,100.0,100.0,88.24689718476276,4.949856943373011,0.8934936088353336,5.909752263028895,6.8032458718642275,0.0,0.17479273877762264,0.0,100.0,88.24689718476276,93.18991865790424,90371,3.5134316990049506,0.04000000059604645,0.04000000059604645,0.04000000059604645,0.04000000059604645,0.06000000238418579,0.16930000305175782,0.19350000381469726,0.21040000915527343,0.22360000610351563,359.1958238258517,0.9999999909320805,17.3537654876709,17.35639190673828,17.358552932739258,0.4484000015258789,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175
2013-05-18,True,100.0,100.0,100.0,100.0,81.44755729588798,4.635425312722763,0.6962414678684075,13.220775923520852,13.91701739138926,0.0,8.108820686085911,0.0,100.0,81.44755729588798,86.08298260861073,83408,3.6140107609831356,0.05,0.05,0.05,0.06000000238418579,0.06999999880790711,0.173700008392334,0.1906999969482422,0.2140999984741211,0.2325,0.9835257445460002,0.9999999912890476,17.04002571105957,17.042682647705078,17.044815063476562,0.5463000106811523,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174
2013-05-19,True,100.0,100.0,100.0,100.0,80.30798675871766,6.133369789174568,1.2772564375482145,12.28138701455955,13.558643452107766,0.0,7.565889050553184,0.0,100.0,80.30798675871766,84.92095266925112,82241,4.1823312859472495,0.06000000238418579,0.05,0.06000000238418579,0.06999999880790711,0.08999999761581422,0.4684000015258789,0.47849998474121097,0.49189998626708986,0.5025999832153321,0.975457773477558,0.9999999989398923,16.725915908813477,16.72860336303711,16.73076629638672,0.6525,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173
2013-05-20,True,100.0,100.0,100.0,99.99609401701055,82.5392795414376,7.822707432109133,1.4374017401154218,8.200611286337848,9.638013026453269,0.0,15.108342203169705,0.0,100.0,82.53537355844816,84.66022830470573,84522,4.426455222787505,0.1600000023841858,0.12999999523162842,0.1600000023841858,0.1899999976158142,0.32999999523162843,0.6377999877929688,0.6436000061035156,0.6512999725341797,0.657300033569336,0.9021268187338478,0.9999833115207728,16.411745071411133,16.41454315185547,16.416841506958008,0.7493000030517578,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-172
2013-05-21,True,100.0,100.0,100.0,100.0,92.41653402599431,2.0047457693321746,0.4042692394074624,5.174450965266046,5.578720204673509,0.0,4.911773609225932,0.0,100.0,92.41653402599431,94.24258107355942,94641,3.930395383128107,0.1100000023841858,0.08999999761581422,0.1100000023841858,0.12000000476837158,0.1600000023841858,0.5302999877929687,0.542400016784668,0.5511000061035156,0.5577000045776367,359.2083711719734,0.9999999992319976,17.771692276000977,17.77431869506836,17.77652359008789,0.8373999786376953,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171
