Date,Complete_band_set,Source_valid_pct,Core_valid_pct,Night_pct,Cloud_mask_medium_high_pct,Confident_clear_pct,Probably_clear_pct,Probably_cloudy_pct,Confident_cloudy_pct,Cloudy_pct,Shadow_pct,Cirrus_pct,Snow_ice_pct,QF_DNB_good_pct,Strict_observable_pct,Inclusive_observable_pct,Strict_observable_pixels,Land_water_change_pct,Radiance_all_median,Radiance_strict_p25,Radiance_strict_median,Radiance_strict_p75,Radiance_strict_p95,Sensor_zenith_abs_p25,Sensor_zenith_abs_median,Sensor_zenith_abs_p75,Sensor_zenith_abs_p90,Sensor_azimuth_circular_mean,Sensor_azimuth_resultant,UTC_time_p25,UTC_time_median,UTC_time_p75,Moon_illumination_pct,Granule_mode,Granule_unique_count,QF_Substitute_calibration_pct,QF_Out_of_range_pct,QF_Saturation_pct,QF_Temperature_not_nominal_pct,QF_Stray_light_pct,QF_Bowtie_deleted_pct,QF_Missing_EV_pct,QF_Calibration_failure_pct,QF_Dead_detector_pct,Days_from_event
2013-07-19,True,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,85.18070053804917,0.0,100.0,0.0,0.0,0,3.988985127969768,0.2299999952316284,,,,,0.4540000152587891,0.4690000152587891,0.4793999862670898,0.4875,359.2045610271059,0.9999999989157572,17.665546417236328,17.66817283630371,17.670364379882812,0.8622000122070312,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112
2013-07-20,True,100.0,100.0,100.0,100.0,3.855205210581308,2.1277842334996633,0.7577606999521518,93.25924985596689,94.01701055591904,0.0,84.57722616618004,0.0,100.0,3.855205210581308,4.646166765943734,3948,3.712636831466599,0.2400000095367431,0.1700000047683716,0.2,0.2400000095367431,0.3900000095367432,0.1539999961853027,0.1786000061035156,0.1956999969482422,0.2093000030517578,359.19564286930466,0.9999999890877288,17.35254669189453,17.35517120361328,17.35733413696289,0.9337000274658204,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111
2013-07-21,True,100.0,100.0,100.0,100.0,32.941107541476654,7.066899723651704,2.211762867772711,57.78022986709893,59.99199273487164,0.0,60.08964230960774,0.0,100.0,32.941107541476654,35.759274268360564,33734,3.656976573867021,0.5300000190734864,0.3400000095367432,0.4300000190734863,0.6400000095367432,1.1100000381469728,0.1885000038146972,0.2051000022888183,0.227800006866455,0.2460000038146972,0.983213103828234,0.9999999926510942,17.039175033569336,17.041831970214844,17.043962478637695,0.9805000305175782,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110
2013-07-22,True,100.0,100.0,100.0,100.0,0.5243782163328679,0.385715820207603,0.2607243645453924,98.82918159891416,99.08990596345951,0.0,84.39559795717089,0.0,100.0,0.5243782163328679,0.6083568506059156,537,4.135459490073921,2.0700000762939452,0.55,0.6300000190734864,0.8,1.2000000000000002,0.4765999984741211,0.4863000106811523,0.4995000076293945,0.51,0.9751994053463592,0.999999998996125,16.725433349609375,16.728090286254883,16.73025131225586,0.9981999969482422,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109
2013-07-23,True,100.0,100.0,100.0,99.99902350425263,12.560664798304805,5.689064224125303,1.7352329430605329,80.01503803450936,81.7502709775699,0.0,67.62428349624537,0.0,100.0,12.559688302557442,13.306707549288625,12862,4.467468044176667,0.6599999904632569,0.4199999809265137,0.4599999904632568,0.4900000095367431,0.5400000095367432,0.6423999786376954,0.6480999755859375,0.6548000335693359,0.6594000244140625,0.7915141153369518,0.9999579396014318,16.41200065612793,16.414936065673828,16.417808532714844,0.9841000366210938,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108
2013-07-24,True,100.0,100.0,100.0,100.0,2.1590320974152157,1.979356879900788,0.6093333463532766,95.25227767633072,95.861611022684,0.0,97.50602986123997,0.0,100.0,2.1590320974152157,2.4929936430126847,2211,4.074916753737537,0.3799999952316284,0.3400000095367432,0.3599999904632568,0.3799999952316284,0.4,0.5233000183105468,0.5358000183105469,0.5443999862670899,0.5511999893188476,359.20802012276766,0.9999999992178744,17.77200698852539,17.774633407592773,17.776824951171875,0.9416000366210938,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107
2013-07-25,True,100.0,100.0,100.0,100.0,56.914078139189705,5.996660384544025,1.315339771695294,35.773921704570974,37.08926147626627,0.0,25.74335738767858,0.0,100.0,56.914078139189705,61.10812737410528,58284,3.727284267677014,0.2400000095367431,0.2200000047683716,0.2299999952316284,0.25,0.3200000047683716,0.2720999908447266,0.2932999992370605,0.3081999969482422,0.3198999977111816,359.1982668030202,0.9999999965576812,17.459131240844727,17.461769104003906,17.463951110839844,0.8758999633789063,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106
2013-07-26,True,100.0,100.0,100.0,100.0,0.4892243694278711,1.2215961799486363,0.4648119757438456,97.82436747487964,98.2891794506235,0.0,76.96934779849033,0.0,100.0,0.4892243694278711,1.648324821545402,501,3.5563975118888353,0.3200000047683716,0.2299999952316284,0.2700000047683716,0.3400000095367432,0.5599999904632569,0.0601999998092651,0.0782999992370605,0.1038000011444091,0.124099998474121,0.9794773450747698,0.9999985273123272,17.145885467529297,17.14851188659668,17.150672912597656,0.7929000091552735,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105
2013-07-27,True,100.0,100.0,100.0,100.0,0.4267286415967658,0.5507436015116154,0.2548653900612262,98.7676623668304,99.02252775689162,0.0,80.825529504819,0.0,100.0,0.4267286415967658,0.5439081312800883,437,3.781968029529231,0.45,0.1799999952316284,0.2200000047683716,0.3400000095367432,0.5800000190734863,0.3963000106811523,0.4079999923706054,0.4241999816894531,0.4368999862670898,0.9779856697971924,0.9999999984618968,16.832237243652344,16.83489418029785,16.83705711364746,0.6937999725341797,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104
2013-07-28,True,100.0,100.0,100.0,100.0,0.0566367533469391,0.2470534240823381,0.0810491470309646,99.61526067553976,99.69630982257073,0.0,99.48050426240394,0.0,100.0,0.0566367533469391,0.0878846172624918,58,4.148153934789614,0.15,0.0800000011920929,0.0949999988079071,0.1100000023841858,0.15,0.5961000061035157,0.6027999877929687,0.6118000030517579,0.6190999984741211,0.9696155976682804,0.9999999993035812,16.51824951171875,16.52096939086914,16.523130416870117,0.5940000152587891,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103
