block,spatial_ref,quantile,current_radiance,matched_baseline_radiance,recovery_pct,recovery_low_pct,recovery_high_pct,spatial_coverage_pct,valid_pixel_count,date_start,date_end,date_mid,mean_ntl,observation_status,unit_name,unit_type,method,aggregation_days,ghsl_mask,sc_threshold_pct
-16,0,0.95,9.003976,12.184615,73.89627,59.94487336545504,85.5296818249568,53.333333333333336,8,2013-09-05,2013-09-08,2013-09-06 12:00:00,1.1254969835281372,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-15,0,0.95,13.439977,12.184615,110.30284,89.47799537815226,127.66770610009485,53.333333333333336,8,2013-09-09,2013-09-12,2013-09-10 12:00:00,1.6799970865249634,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-14,0,0.95,,,,,,0.0,0,2013-09-13,2013-09-16,2013-09-14 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-13,0,0.95,,,,,,0.0,0,2013-09-17,2013-09-20,2013-09-18 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-12,0,0.95,,,,,,6.666666666666667,1,2013-09-21,2013-09-24,2013-09-22 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-11,0,0.95,,,,,,0.0,0,2013-09-25,2013-09-28,2013-09-26 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-10,0,0.95,,,,,,0.0,0,2013-09-29,2013-10-02,2013-09-30 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-9,0,0.95,50.74149,34.068302,148.94048,114.30183491209377,186.99353708545868,100.0,15,2013-10-03,2013-10-06,2013-10-04 12:00:00,3.3827659606933596,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-8,0,0.95,,,,,,0.0,0,2013-10-07,2013-10-10,2013-10-08 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-7,0,0.95,24.358517,34.068302,71.49906,54.8707393574131,89.76648225138291,100.0,15,2013-10-11,2013-10-14,2013-10-12 12:00:00,1.623901112874349,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-6,0,0.95,30.037643,33.11,90.72076,69.20744647441032,114.40254357376587,93.33333333333333,14,2013-10-15,2013-10-18,2013-10-16 12:00:00,2.1455459594726562,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-5,0,0.95,,,,,,0.0,0,2013-10-19,2013-10-22,2013-10-20 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-4,0,0.95,,,,,,0.0,0,2013-10-23,2013-10-26,2013-10-24 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-3,0,0.95,,,,,,0.0,0,2013-10-27,2013-10-30,2013-10-28 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-2,0,0.95,19.097252,16.395304,116.48001,87.74403217846081,143.3834255638917,66.66666666666667,10,2013-10-31,2013-11-03,2013-11-01 12:00:00,1.9097251892089844,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
-1,0,0.95,,,,,,0.0,0,2013-11-04,2013-11-07,2013-11-05 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
0,0,0.95,2.5236502,34.068302,7.4076195,5.684851856242192,9.300205523586818,100.0,15,2013-11-08,2013-11-11,2013-11-09 12:00:00,0.16824334462483723,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
1,0,0.95,5.6264296,34.068302,16.515144,12.674267523206154,20.734628765621984,100.0,15,2013-11-12,2013-11-15,2013-11-13 12:00:00,0.3750953038533529,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
2,0,0.95,6.937235,27.84543,24.91337,18.85971725279812,30.063881251758794,86.66666666666667,13,2013-11-16,2013-11-19,2013-11-17 12:00:00,0.5336334521953876,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
3,0,0.95,,,,,,0.0,0,2013-11-20,2013-11-23,2013-11-21 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
4,0,0.95,10.085856,34.068302,29.60481,22.719709280681545,37.16859666527065,100.0,15,2013-11-24,2013-11-27,2013-11-25 12:00:00,0.6723904291788737,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
5,0,0.95,21.48368,33.11,64.88578,49.49891359954596,81.82358847786656,93.33333333333333,14,2013-11-28,2013-12-01,2013-11-29 12:00:00,1.534548623221261,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
6,0,0.95,30.573116,34.068302,89.74065,68.86993703539956,112.66864731442386,100.0,15,2013-12-02,2013-12-05,2013-12-03 12:00:00,2.038207753499349,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
7,0,0.95,20.94099,34.068302,61.46767,47.17231904894575,77.17215387023349,100.0,15,2013-12-06,2013-12-09,2013-12-07 12:00:00,1.3960660298665364,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
8,0,0.95,18.592539,34.068302,54.574306,41.882123713807346,68.51759168974607,100.0,15,2013-12-10,2013-12-13,2013-12-11 12:00:00,1.2395025889078777,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
9,0,0.95,21.750961,16.480127,131.98297,103.78803248206388,160.49200468133475,40.0,6,2013-12-14,2013-12-17,2013-12-15 12:00:00,3.6251602172851562,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
10,0,0.95,,,,,,0.0,0,2013-12-18,2013-12-21,2013-12-19 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
11,0,0.95,,,,,,0.0,0,2013-12-22,2013-12-25,2013-12-23 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
12,0,0.95,5.6185555,18.546478,30.294458,23.002682234939865,38.850274195475116,66.66666666666667,10,2013-12-26,2013-12-29,2013-12-27 12:00:00,0.5618555545806885,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
13,0,0.95,0.36403692,3.9107127,9.30871,7.920832626632473,10.668523008042312,26.666666666666668,4,2013-12-30,2014-01-02,2013-12-31 12:00:00,0.0910092294216156,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
14,0,0.95,15.226701,34.068302,44.694626,34.30013240335288,56.11373680514628,100.0,15,2014-01-03,2014-01-06,2014-01-04 12:00:00,1.015113385518392,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
15,0,0.95,,,,,,0.0,0,2014-01-07,2014-01-10,2014-01-08 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
16,0,0.95,,,,,,0.0,0,2014-01-11,2014-01-14,2014-01-12 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
17,0,0.95,,,,,,0.0,0,2014-01-15,2014-01-18,2014-01-16 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
18,0,0.95,,,,,,0.0,0,2014-01-19,2014-01-22,2014-01-20 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
19,0,0.95,,,,,,0.0,0,2014-01-23,2014-01-26,2014-01-24 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
20,0,0.95,23.676582,34.068302,69.49739,53.33459482965228,87.25340712059973,100.0,15,2014-01-27,2014-01-30,2014-01-28 12:00:00,1.5784388224283854,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
21,0,0.95,15.432706,34.068302,45.299313,34.764187520252705,56.87291366156718,100.0,15,2014-01-31,2014-02-03,2014-02-01 12:00:00,1.028847058614095,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
22,0,0.95,29.866758,34.068302,87.66729,67.27877464334074,110.065565010476,100.0,15,2014-02-04,2014-02-07,2014-02-05 12:00:00,1.9911172231038412,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
23,0,0.95,7.4186783,9.660202,76.7963,61.09349543704617,93.23994389576367,20.0,3,2014-02-08,2014-02-11,2014-02-09 12:00:00,2.4728927612304688,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
24,0,0.95,10.296213,29.857615,34.48438,27.348460526689113,42.29514203572992,86.66666666666667,13,2014-02-12,2014-02-15,2014-02-13 12:00:00,0.7920163961557242,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
25,0,0.95,20.958023,34.068302,61.517662,47.210684165033605,77.23491776867378,100.0,15,2014-02-16,2014-02-19,2014-02-17 12:00:00,1.3972015380859375,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
26,0,0.95,24.493118,28.927982,84.66929,65.67364217024463,107.13852184333456,86.66666666666667,13,2014-02-20,2014-02-23,2014-02-21 12:00:00,1.8840860220102162,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
27,0,0.95,32.047173,34.068302,94.06742,72.19044443230729,118.10087352097365,100.0,15,2014-02-24,2014-02-27,2014-02-25 12:00:00,2.1364781697591146,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
28,0,0.95,28.310247,34.068302,83.098495,63.77252970835459,104.32947912187001,100.0,15,2014-02-28,2014-03-03,2014-03-01 12:00:00,1.88734982808431,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
29,0,0.95,31.691141,34.068302,93.02236,71.38843421954812,116.78881473750937,100.0,15,2014-03-04,2014-03-07,2014-03-05 12:00:00,2.1127427419026694,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
30,0,0.95,6.7166557,15.390256,43.64226,34.27159981804908,50.04850391277961,53.333333333333336,8,2014-03-08,2014-03-11,2014-03-09 12:00:00,0.8395819664001465,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
31,0,0.95,10.948462,22.367924,48.947155,37.96513468834055,62.08704131197154,53.333333333333336,8,2014-03-12,2014-03-15,2014-03-13 12:00:00,1.3685576915740967,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
32,0,0.95,13.118382,26.613714,49.291813,39.558194945305665,62.39310929501473,80.0,12,2014-03-16,2014-03-19,2014-03-17 12:00:00,1.093198537826538,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
33,0,0.95,,,,,,0.0,0,2014-03-20,2014-03-23,2014-03-21 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
34,0,0.95,11.610843,22.63979,51.285114,40.69030269754033,63.30460336935218,73.33333333333333,11,2014-03-24,2014-03-27,2014-03-25 12:00:00,1.0555311549793591,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
35,0,0.95,18.984638,34.068302,55.725227,42.765379319336844,69.96256490435405,100.0,15,2014-03-28,2014-03-31,2014-03-29 12:00:00,1.2656425476074218,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
36,0,0.95,20.5919,34.068302,60.442986,46.38594416087663,75.8856738945768,100.0,15,2014-04-01,2014-04-04,2014-04-02 12:00:00,1.3727933247884114,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
37,0,0.95,29.841986,34.068302,87.594574,67.22297033815961,109.97427124937026,100.0,15,2014-04-05,2014-04-08,2014-04-06 12:00:00,1.9894657135009766,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
38,0,0.95,,,,,,0.0,0,2014-04-09,2014-04-12,2014-04-10 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
39,0,0.95,,,,,,0.0,0,2014-04-13,2014-04-16,2014-04-14 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
40,0,0.95,9.836212,34.068302,28.872036,22.157353178083138,36.24860306405381,100.0,15,2014-04-17,2014-04-20,2014-04-18 12:00:00,0.6557474772135417,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
41,0,0.95,22.73757,34.068302,66.741135,51.21934933300743,83.79294441214098,100.0,15,2014-04-21,2014-04-24,2014-04-22 12:00:00,1.5158379872639973,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
42,0,0.95,26.427544,34.068302,77.572235,59.531496007561955,97.39130622884728,100.0,15,2014-04-25,2014-04-28,2014-04-26 12:00:00,1.7618362426757812,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
43,0,0.95,23.352089,34.068302,68.54492,52.60363377611603,86.05758211063748,100.0,15,2014-04-29,2014-05-02,2014-04-30 12:00:00,1.556805928548177,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
44,0,0.95,21.803032,25.720152,84.77023,63.07401715021878,106.29108291927103,86.66666666666667,13,2014-05-03,2014-05-06,2014-05-04 12:00:00,1.6771563016451323,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
45,0,0.95,29.431032,34.068302,86.38831,66.29724692494227,108.45982228594406,100.0,15,2014-05-07,2014-05-10,2014-05-08 12:00:00,1.9620688120524088,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
46,0,0.95,18.52383,31.964642,57.951004,44.81140618831964,72.54350382210154,93.33333333333333,14,2014-05-11,2014-05-14,2014-05-12 12:00:00,1.3231307438441686,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
47,0,0.95,18.966827,34.068302,55.672947,42.72525708533183,69.89692642656289,100.0,15,2014-05-15,2014-05-18,2014-05-16 12:00:00,1.2644551595052083,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
48,0,0.95,20.168512,34.068302,59.200226,45.43220860333683,74.32539810822833,100.0,15,2014-05-19,2014-05-22,2014-05-20 12:00:00,1.3445674896240234,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
49,0,0.95,27.395958,34.068302,80.4148,61.71297302557235,100.96012123502916,100.0,15,2014-05-23,2014-05-26,2014-05-24 12:00:00,1.8263971964518229,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
50,0,0.95,20.753733,28.72501,72.249695,55.39706982905048,89.76968932644932,86.66666666666667,13,2014-05-27,2014-05-30,2014-05-28 12:00:00,1.5964409754826472,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
51,0,0.95,25.289625,34.068302,74.232124,56.968182692249414,93.19782128735726,100.0,15,2014-05-31,2014-06-03,2014-06-01 12:00:00,1.6859750111897787,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
52,0,0.95,24.662203,34.068302,72.390465,55.55483293398538,90.88563381775167,100.0,15,2014-06-04,2014-06-07,2014-06-05 12:00:00,1.6441468556722005,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
53,0,0.95,,,,,,0.0,0,2014-06-08,2014-06-11,2014-06-09 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
54,0,0.95,,,,,,0.0,0,2014-06-12,2014-06-15,2014-06-13 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
55,0,0.95,24.031515,34.068302,70.53922,54.13413022844362,88.56141720075293,100.0,15,2014-06-16,2014-06-19,2014-06-17 12:00:00,1.6021010080973308,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
56,0,0.95,16.549534,24.228489,68.30609,52.82504127840119,87.87963615948048,80.0,12,2014-06-20,2014-06-23,2014-06-21 12:00:00,1.379127820332845,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
57,0,0.95,,,,,,0.0,0,2014-06-24,2014-06-27,2014-06-25 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
58,0,0.95,3.1993356,5.337781,59.93756,39.379003540717186,74.99768158896548,26.666666666666668,4,2014-06-28,2014-07-01,2014-06-29 12:00:00,0.7998338937759399,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
59,0,0.95,4.9031873,20.225864,24.242165,19.02881573313902,32.15232593271357,66.66666666666667,10,2014-07-02,2014-07-05,2014-07-03 12:00:00,0.49031872749328614,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
60,0,0.95,,,,,,0.0,0,2014-07-06,2014-07-09,2014-07-07 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
61,0,0.95,,,,,,0.0,0,2014-07-10,2014-07-13,2014-07-11 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
62,0,0.95,20.386402,21.965555,92.810776,66.98844289760834,120.01300991715394,80.0,12,2014-07-14,2014-07-17,2014-07-15 12:00:00,1.698866844177246,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
63,0,0.95,,,,,,0.0,0,2014-07-18,2014-07-21,2014-07-19 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
64,0,0.95,9.308618,11.95366,77.87253,59.305471309695676,97.78364987456365,40.0,6,2014-07-22,2014-07-25,2014-07-23 12:00:00,1.5514362653096516,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
65,0,0.95,,,,,,0.0,0,2014-07-26,2014-07-29,2014-07-27 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
66,0,0.95,,,,,,0.0,0,2014-07-30,2014-08-02,2014-07-31 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
67,0,0.95,,,,,,0.0,0,2014-08-03,2014-08-06,2014-08-04 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
68,0,0.95,10.233867,31.964642,32.01621,24.756971859662034,40.078132678487115,93.33333333333333,14,2014-08-07,2014-08-10,2014-08-08 12:00:00,0.7309904779706683,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
69,0,0.95,18.4079,34.068302,54.032337,41.466200978788386,67.83715761416656,100.0,15,2014-08-11,2014-08-14,2014-08-12 12:00:00,1.2271933237711588,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
70,0,0.95,21.072655,27.559765,76.46166,58.24377215602685,96.58439673758832,86.66666666666667,13,2014-08-15,2014-08-18,2014-08-16 12:00:00,1.6209734403170073,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
71,0,0.95,20.158583,21.184166,95.15873,75.33839889927515,124.98196011306912,73.33333333333333,11,2014-08-19,2014-08-22,2014-08-20 12:00:00,1.8325984261252664,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
72,0,0.95,12.845695,16.867258,76.15758,59.62767798738675,105.3857968654772,66.66666666666667,10,2014-08-23,2014-08-26,2014-08-24 12:00:00,1.2845694541931152,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
73,0,0.95,24.709835,34.068302,72.53027,55.66212986845701,91.0611675990834,100.0,15,2014-08-27,2014-08-30,2014-08-28 12:00:00,1.6473223368326824,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
74,0,0.95,,,,,,0.0,0,2014-08-31,2014-09-03,2014-09-01 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
75,0,0.95,,,,,,0.0,0,2014-09-04,2014-09-07,2014-09-05 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
76,0,0.95,,,,,,0.0,0,2014-09-08,2014-09-11,2014-09-09 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
77,0,0.95,13.277885,25.097202,52.90584,40.336646180021404,65.09971074763574,80.0,12,2014-09-12,2014-09-15,2014-09-13 12:00:00,1.1064904530843098,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
78,0,0.95,,,,,,0.0,0,2014-09-16,2014-09-19,2014-09-17 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
79,0,0.95,,,,,,0.0,0,2014-09-20,2014-09-23,2014-09-21 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
80,0,0.95,12.598776,16.867258,74.69368,58.48151938394988,103.36007924851805,66.66666666666667,10,2014-09-24,2014-09-27,2014-09-25 12:00:00,1.259877586364746,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
81,0,0.95,40.209927,34.068302,118.02739,90.57811422811609,148.18241522607488,100.0,15,2014-09-28,2014-10-01,2014-09-29 12:00:00,2.6806617736816407,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
82,0,0.95,,,,,,0.0,0,2014-10-02,2014-10-05,2014-10-03 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
83,0,0.95,7.3192143,27.72368,26.400587,20.40076756142045,32.54807560443877,73.33333333333333,11,2014-10-06,2014-10-09,2014-10-07 12:00:00,0.6653831221840598,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
84,0,0.95,22.679531,34.068302,66.57077,51.088607660880626,83.57905591477557,100.0,15,2014-10-10,2014-10-13,2014-10-11 12:00:00,1.511968739827474,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
85,0,0.95,24.07844,34.068302,70.676956,54.239832282802645,88.73434181772862,100.0,15,2014-10-14,2014-10-17,2014-10-15 12:00:00,1.6052293141682943,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
86,0,0.95,36.457214,34.068302,107.01212,82.12463917723908,134.35284545895016,100.0,15,2014-10-18,2014-10-21,2014-10-19 12:00:00,2.43048095703125,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
87,0,0.95,25.48163,20.621853,123.566154,99.23590634187504,162.1489693930235,73.33333333333333,11,2014-10-22,2014-10-25,2014-10-23 12:00:00,2.3165118477561255,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
88,0,0.95,6.25563,8.430017,74.206604,57.46613522309316,89.34611523329117,46.666666666666664,7,2014-10-26,2014-10-29,2014-10-27 12:00:00,0.8936614309038434,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
89,0,0.95,,,,,,0.0,0,2014-10-30,2014-11-02,2014-10-31 12:00:00,,not observable,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
90,0,0.95,5.950885,31.964642,18.617086,14.39591689184432,23.305009614680994,93.33333333333333,14,2014-11-03,2014-11-06,2014-11-04 12:00:00,0.4250632013593401,observed,Guiuan Centre,POI 5×5,Reliability-qualified DNB-BRDF,4,G2,10.0
