GHSL mask,SC threshold (%),Paired post-event composites,Pearson r,NGCP baseline (MW),Decision
G3,10.0,80,0.5988099982764097,150.75,Regional consistency is moderate. Local trajectories remain exploratory and require stronger external evidence.
