block,spatial_ref,quantile,current_radiance,matched_baseline_radiance,recovery_pct,recovery_low_pct,recovery_high_pct,spatial_coverage_pct,valid_pixel_count,date_start,date_end,date_mid,mean_ntl,observation_status,unit_name,unit_type,method,aggregation_days,ghsl_mask,sc_threshold_pct
60,0,0.95,,,,,,0.0,0,2014-07-06,2014-07-09,2014-07-07 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
61,0,0.95,106.75795,181.52121,58.812935,44.11186599731445,80.10427856445312,95.09803921568627,97,2014-07-10,2014-07-13,2014-07-11 12:00:00,1.1005974209185727,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
62,0,0.95,168.24944,188.89302,89.07128,67.02757263183594,120.65840148925781,96.07843137254902,98,2014-07-14,2014-07-17,2014-07-15 12:00:00,1.7168309737224967,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
63,0,0.95,,,,,,0.0,0,2014-07-18,2014-07-21,2014-07-19 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
64,0,0.95,33.151424,41.269463,80.329185,60.64858627319336,108.44774627685547,24.50980392156863,25,2014-07-22,2014-07-25,2014-07-23 12:00:00,1.3260569763183594,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
65,0,0.95,,,,,,0.0,0,2014-07-26,2014-07-29,2014-07-27 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
66,0,0.95,,,,,,0.0,0,2014-07-30,2014-08-02,2014-07-31 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
67,0,0.95,265.76254,196.1124,135.51543,100.71936798095703,183.89859008789062,100.0,102,2014-08-03,2014-08-06,2014-08-04 12:00:00,2.605515124751072,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
68,0,0.95,107.61317,184.935,58.189724,43.37458419799805,79.02596282958984,96.07843137254902,98,2014-08-07,2014-08-10,2014-08-08 12:00:00,1.098093538868184,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
69,0,0.95,122.67477,180.93341,67.801056,50.634910583496094,91.67001342773438,95.09803921568627,97,2014-08-11,2014-08-14,2014-08-12 12:00:00,1.2646883148507975,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
70,0,0.95,147.67328,193.27731,76.40487,56.99049377441406,103.76470184326172,96.07843137254902,98,2014-08-15,2014-08-18,2014-08-16 12:00:00,1.506870191924426,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
71,0,0.95,238.73419,188.02261,126.971,93.93059539794922,172.9276123046875,98.03921568627452,100,2014-08-19,2014-08-22,2014-08-20 12:00:00,2.3873419189453124,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
72,0,0.95,224.18033,196.1124,114.312164,84.96043395996094,155.1251220703125,100.0,102,2014-08-23,2014-08-26,2014-08-24 12:00:00,2.197846356560202,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
73,0,0.95,,,,,,0.0,0,2014-08-27,2014-08-30,2014-08-28 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
74,0,0.95,,,,,,0.0,0,2014-08-31,2014-09-03,2014-09-01 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
75,0,0.95,,,,,,0.0,0,2014-09-04,2014-09-07,2014-09-05 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
76,0,0.95,45.70572,124.37385,36.748657,26.882322311401367,48.736202239990234,80.3921568627451,82,2014-09-08,2014-09-11,2014-09-09 12:00:00,0.5573868170017149,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
77,0,0.95,111.63765,173.55185,64.32524,47.796897888183594,85.71113586425781,91.17647058823529,93,2014-09-12,2014-09-15,2014-09-13 12:00:00,1.2004048337218582,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
78,0,0.95,,,,,,0.0,0,2014-09-16,2014-09-19,2014-09-17 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
79,0,0.95,298.1309,196.1124,152.02043,112.98641204833984,206.29638671875,100.0,102,2014-09-20,2014-09-23,2014-09-21 12:00:00,2.9228518616919423,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
80,0,0.95,70.185425,54.902664,127.8361,87.77371215820312,173.73216247558594,53.92156862745098,55,2014-09-24,2014-09-27,2014-09-25 12:00:00,1.2760986328125,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
81,0,0.95,83.74344,104.108,80.439,59.86979675292969,112.45881652832031,40.19607843137255,41,2014-09-28,2014-10-01,2014-09-29 12:00:00,2.0425228956269055,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
82,0,0.95,,,,,,0.0,0,2014-10-02,2014-10-05,2014-10-03 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
83,0,0.95,44.4965,95.49721,46.594555,33.612735748291016,63.46339797973633,63.72549019607843,65,2014-10-06,2014-10-09,2014-10-07 12:00:00,0.684561509352464,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
84,0,0.95,151.70755,190.1221,79.7948,59.56989288330078,108.06013488769531,98.03921568627452,100,2014-10-10,2014-10-13,2014-10-11 12:00:00,1.5170755004882812,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
85,0,0.95,146.63664,155.84334,94.09234,69.76140594482422,128.8358154296875,81.37254901960785,83,2014-10-14,2014-10-17,2014-10-15 12:00:00,1.7667065356151168,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
86,0,0.95,162.39883,196.1124,82.80907,61.546329498291016,112.37444305419922,100.0,102,2014-10-18,2014-10-21,2014-10-19 12:00:00,1.5921454336128982,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
87,0,0.95,253.49493,196.1124,129.26003,96.07015991210938,175.4098358154297,100.0,102,2014-10-22,2014-10-25,2014-10-23 12:00:00,2.48524445178462,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
88,0,0.95,,,,,,0.0,0,2014-10-26,2014-10-29,2014-10-27 12:00:00,,not observable,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
89,0,0.95,323.6801,184.01077,175.9028,129.4458465576172,238.6215057373047,98.03921568627452,100,2014-10-30,2014-11-02,2014-10-31 12:00:00,3.2368011474609375,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
90,0,0.95,198.99731,191.58669,103.86803,77.07183837890625,140.79232788085938,98.03921568627452,100,2014-11-03,2014-11-06,2014-11-04 12:00:00,1.98997314453125,observed,Palo,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-45,0,0.95,44.371964,18.373577,241.49876,184.84954833984375,335.5791931152344,100.0,24,2013-05-12,2013-05-15,2013-05-13 12:00:00,1.8488318125406902,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-44,0,0.95,24.104305,18.373577,131.19005,100.41633605957031,182.297607421875,100.0,24,2013-05-16,2013-05-19,2013-05-17 12:00:00,1.0043460528055828,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-43,0,0.95,21.221222,18.373577,115.49858,88.40567016601562,160.4932403564453,100.0,24,2013-05-20,2013-05-23,2013-05-21 12:00:00,0.8842175801595052,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-42,0,0.95,11.606711,16.029865,72.40679,55.0225944519043,100.27261352539062,91.66666666666667,22,2013-05-24,2013-05-27,2013-05-25 12:00:00,0.5275777903470126,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-41,0,0.95,17.190586,8.213846,209.2879,160.6850128173828,274.1788330078125,45.833333333333336,11,2013-05-28,2013-05-31,2013-05-29 12:00:00,1.5627805536443538,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-40,0,0.95,27.09843,17.681522,153.25847,117.92351531982422,210.60345458984375,95.83333333333333,23,2013-06-01,2013-06-04,2013-06-02 12:00:00,1.1781926362410835,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-39,0,0.95,,,,,,0.0,0,2013-06-05,2013-06-08,2013-06-06 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-38,0,0.95,,,,,,0.0,0,2013-06-09,2013-06-12,2013-06-10 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-37,0,0.95,,,,,,8.333333333333334,2,2013-06-13,2013-06-16,2013-06-14 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-36,0,0.95,,,,,,0.0,0,2013-06-17,2013-06-20,2013-06-18 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-35,0,0.95,8.76664,17.631735,49.7208,38.08179473876953,68.77306365966797,95.83333333333333,23,2013-06-21,2013-06-24,2013-06-22 12:00:00,0.3811582482379416,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-34,0,0.95,,,,,,0.0,0,2013-06-25,2013-06-28,2013-06-26 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-33,0,0.95,32.39988,14.114246,229.55444,178.33892822265625,311.4978332519531,75.0,18,2013-06-29,2013-07-02,2013-06-30 12:00:00,1.7999933030870225,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-32,0,0.95,2.1615376,3.9006023,55.41548,42.325138092041016,80.78970336914062,20.833333333333332,5,2013-07-03,2013-07-06,2013-07-04 12:00:00,0.4323075294494629,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-31,0,0.95,24.59651,18.373577,133.86891,102.46681213378906,186.02008056640625,100.0,24,2013-07-07,2013-07-10,2013-07-08 12:00:00,1.02485458056132,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-30,0,0.95,,,,,,0.0,0,2013-07-11,2013-07-14,2013-07-12 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-29,0,0.95,41.564953,18.373577,226.22133,173.15579223632812,314.3501281738281,100.0,24,2013-07-15,2013-07-18,2013-07-16 12:00:00,1.7318730354309082,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-28,0,0.95,6.7122,13.153869,51.028336,39.582828521728516,69.08653259277344,70.83333333333333,17,2013-07-19,2013-07-22,2013-07-20 12:00:00,0.394835303811466,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-27,0,0.95,3.7177935,9.718187,38.25604,29.83279037475586,53.2241325378418,45.833333333333336,11,2013-07-23,2013-07-26,2013-07-24 12:00:00,0.3379812240600586,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-26,0,0.95,,,,,,0.0,0,2013-07-27,2013-07-30,2013-07-28 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-25,0,0.95,,,,,,0.0,0,2013-07-31,2013-08-03,2013-08-01 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-24,0,0.95,,,,,,0.0,0,2013-08-04,2013-08-07,2013-08-05 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-23,0,0.95,,,,,,0.0,0,2013-08-08,2013-08-11,2013-08-09 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-22,0,0.95,,,,,,0.0,0,2013-08-12,2013-08-15,2013-08-13 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-21,0,0.95,,,,,,0.0,0,2013-08-16,2013-08-19,2013-08-17 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-20,0,0.95,,,,,,0.0,0,2013-08-20,2013-08-23,2013-08-21 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-19,0,0.95,5.5003986,9.747122,56.431004,42.110347747802734,80.61905670166016,45.833333333333336,11,2013-08-24,2013-08-27,2013-08-25 12:00:00,0.5000362396240234,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-18,0,0.95,25.13142,18.373577,136.78023,104.69520568847656,190.0655517578125,100.0,24,2013-08-28,2013-08-31,2013-08-29 12:00:00,1.047142505645752,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-17,0,0.95,31.745483,18.373577,172.77791,132.24879455566406,240.08682250976562,100.0,24,2013-09-01,2013-09-04,2013-09-02 12:00:00,1.3227284749348958,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-16,0,0.95,21.866335,17.072992,128.07559,96.9708023071289,178.10401916503906,95.83333333333333,23,2013-09-05,2013-09-08,2013-09-06 12:00:00,0.950710213702658,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-15,0,0.95,13.378356,11.897009,112.45142,86.0140609741211,150.82711791992188,66.66666666666667,16,2013-09-09,2013-09-12,2013-09-10 12:00:00,0.8361472487449646,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-14,0,0.95,21.159554,16.380938,129.17181,98.30358123779297,177.4859161376953,91.66666666666667,22,2013-09-13,2013-09-16,2013-09-14 12:00:00,0.9617978876287286,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-13,0,0.95,,,,,,0.0,0,2013-09-17,2013-09-20,2013-09-18 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-12,0,0.95,6.2734466,7.093591,88.43823,66.79069519042969,125.6947250366211,33.333333333333336,8,2013-09-21,2013-09-24,2013-09-22 12:00:00,0.7841808199882507,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-11,0,0.95,,,,,,0.0,0,2013-09-25,2013-09-28,2013-09-26 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-10,0,0.95,,,,,,0.0,0,2013-09-29,2013-10-02,2013-09-30 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-9,0,0.95,31.789165,16.635424,191.09322,144.7000732421875,266.2142028808594,91.66666666666667,22,2013-10-03,2013-10-06,2013-10-04 12:00:00,1.4449620680375532,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-8,0,0.95,,,,,,0.0,0,2013-10-07,2013-10-10,2013-10-08 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-7,0,0.95,15.069116,17.681522,85.22522,65.57587432861328,117.11408996582031,95.83333333333333,23,2013-10-11,2013-10-14,2013-10-12 12:00:00,0.6551789408144744,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-6,0,0.95,8.149633,18.373577,44.35518,33.95063018798828,61.634578704833984,100.0,24,2013-10-15,2013-10-18,2013-10-16 12:00:00,0.3395680586496989,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-5,0,0.95,,,,,,0.0,0,2013-10-19,2013-10-22,2013-10-20 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-4,0,0.95,10.582667,11.655578,90.794876,69.96878814697266,125.87715911865234,58.333333333333336,14,2013-10-23,2013-10-26,2013-10-24 12:00:00,0.7559048107692173,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-3,0,0.95,,,,,,0.0,0,2013-10-27,2013-10-30,2013-10-28 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-2,0,0.95,23.501009,18.373577,127.90655,97.90306091308594,177.73495483398438,100.0,24,2013-10-31,2013-11-03,2013-11-01 12:00:00,0.9792087078094482,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
-1,0,0.95,3.7574527,4.3320184,86.73677,63.07893753051758,112.1384048461914,37.5,9,2013-11-04,2013-11-07,2013-11-05 12:00:00,0.4174947473737929,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
0,0,0.95,5.745592,18.373577,31.27095,23.935611724853516,43.45314025878906,100.0,24,2013-11-08,2013-11-11,2013-11-09 12:00:00,0.23939967155456543,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
1,0,0.95,7.625345,18.373577,41.501694,31.766494750976562,57.66946029663086,100.0,24,2013-11-12,2013-11-15,2013-11-13 12:00:00,0.31772271792093915,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
2,0,0.95,1.7003613,18.373577,9.254384,7.083550453186035,12.859603881835938,100.0,24,2013-11-16,2013-11-19,2013-11-17 12:00:00,0.07084838549296062,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
3,0,0.95,,,,,,0.0,0,2013-11-20,2013-11-23,2013-11-21 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
4,0,0.95,4.1319265,18.373577,22.488417,17.21323013305664,31.249204635620117,100.0,24,2013-11-24,2013-11-27,2013-11-25 12:00:00,0.17216360569000244,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
5,0,0.95,3.5269852,15.345914,22.983221,17.557373046875,32.172630310058594,79.16666666666667,19,2013-11-28,2013-12-01,2013-11-29 12:00:00,0.18563079833984375,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
6,0,0.95,7.929202,18.373577,43.155464,33.03233337402344,59.96748733520508,100.0,24,2013-12-02,2013-12-05,2013-12-03 12:00:00,0.33038341999053955,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
7,0,0.95,24.855495,18.373577,135.27847,103.54573059082031,187.978759765625,100.0,24,2013-12-06,2013-12-09,2013-12-07 12:00:00,1.0356456438700359,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
8,0,0.95,7.153743,17.810404,40.16609,30.590721130371094,56.336177825927734,95.83333333333333,23,2013-12-10,2013-12-13,2013-12-11 12:00:00,0.3110322952270508,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
9,0,0.95,5.6615767,13.126675,43.130318,32.652565002441406,61.39333724975586,66.66666666666667,16,2013-12-14,2013-12-17,2013-12-15 12:00:00,0.35384854674339294,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
10,0,0.95,,,,,,0.0,0,2013-12-18,2013-12-21,2013-12-19 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
11,0,0.95,7.1198993,5.937299,119.91816,86.95561218261719,192.8718719482422,33.333333333333336,8,2013-12-22,2013-12-25,2013-12-23 12:00:00,0.8899874091148376,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
12,0,0.95,8.946021,18.373577,48.689598,37.268306732177734,67.65755462646484,100.0,24,2013-12-26,2013-12-29,2013-12-27 12:00:00,0.3727508783340454,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
13,0,0.95,2.553304,16.554348,15.423766,11.705240249633789,21.427268981933594,91.66666666666667,22,2013-12-30,2014-01-02,2013-12-31 12:00:00,0.11605927077206699,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
14,0,0.95,9.135538,18.373577,49.721066,38.05781936645508,69.0908432006836,100.0,24,2014-01-03,2014-01-06,2014-01-04 12:00:00,0.3806474208831787,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
15,0,0.95,,,,,,0.0,0,2014-01-07,2014-01-10,2014-01-08 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
16,0,0.95,,,,,,0.0,0,2014-01-11,2014-01-14,2014-01-12 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
17,0,0.95,,,,,,0.0,0,2014-01-15,2014-01-18,2014-01-16 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
18,0,0.95,,,,,,0.0,0,2014-01-19,2014-01-22,2014-01-20 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
19,0,0.95,6.5005374,18.373577,35.379814,27.080644607543945,49.16268539428711,100.0,24,2014-01-23,2014-01-26,2014-01-24 12:00:00,0.27085572481155396,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
20,0,0.95,5.7224817,18.373577,31.145168,23.839336395263672,43.278358459472656,100.0,24,2014-01-27,2014-01-30,2014-01-28 12:00:00,0.23843673865000406,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
21,0,0.95,6.7703176,18.373577,36.848118,28.204524993896484,51.202999114990234,100.0,24,2014-01-31,2014-02-03,2014-02-01 12:00:00,0.2820965647697449,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
22,0,0.95,10.913989,18.373577,59.40046,45.46668243408203,82.54103088378906,100.0,24,2014-02-04,2014-02-07,2014-02-05 12:00:00,0.4547495444615682,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
23,0,0.95,15.301773,14.913664,102.60237,79.39107513427734,141.68385314941406,83.33333333333333,20,2014-02-08,2014-02-11,2014-02-09 12:00:00,0.7650886535644531,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
24,0,0.95,2.243312,18.373577,12.209446,9.345433235168457,16.965866088867188,100.0,24,2014-02-12,2014-02-15,2014-02-13 12:00:00,0.09347132841746013,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
25,0,0.95,1.246222,18.373577,6.7826858,5.191647052764893,9.425008773803711,100.0,24,2014-02-16,2014-02-19,2014-02-17 12:00:00,0.05192591746648153,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
26,0,0.95,16.156265,18.373577,87.93206,67.30552673339844,122.18765258789062,100.0,24,2014-02-20,2014-02-23,2014-02-21 12:00:00,0.6731777191162109,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
27,0,0.95,11.842475,18.373577,64.453835,49.33466720581055,89.56304168701172,100.0,24,2014-02-24,2014-02-27,2014-02-25 12:00:00,0.49343645572662354,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
28,0,0.95,7.525636,18.373577,40.959015,31.35111427307129,56.91537094116211,100.0,24,2014-02-28,2014-03-03,2014-03-01 12:00:00,0.3135681748390198,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
29,0,0.95,15.542383,18.373577,84.59095,64.7481460571289,117.5449447631836,100.0,24,2014-03-04,2014-03-07,2014-03-05 12:00:00,0.6475992997487386,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
30,0,0.95,14.786367,18.373577,80.47626,61.59865951538086,111.82730102539062,100.0,24,2014-03-08,2014-03-11,2014-03-09 12:00:00,0.6160986423492432,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
31,0,0.95,4.872607,8.284622,58.81508,43.58047866821289,80.54560089111328,54.166666666666664,13,2014-03-12,2014-03-15,2014-03-13 12:00:00,0.3748159408569336,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
32,0,0.95,1.8026218,18.373577,9.810946,7.509557723999023,13.632986068725586,100.0,24,2014-03-16,2014-03-19,2014-03-17 12:00:00,0.07510924339294434,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
33,0,0.95,,,,,,0.0,0,2014-03-20,2014-03-23,2014-03-21 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
34,0,0.95,15.541495,18.373577,84.58611,64.74445343017578,117.53823852539062,100.0,24,2014-03-24,2014-03-27,2014-03-25 12:00:00,0.647562305132548,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
35,0,0.95,23.058197,18.373577,125.49651,96.058349609375,174.38604736328125,100.0,24,2014-03-28,2014-03-31,2014-03-29 12:00:00,0.9607582092285156,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
36,0,0.95,13.506049,16.029865,84.25553,64.02655792236328,116.68135070800781,91.66666666666667,22,2014-04-01,2014-04-04,2014-04-02 12:00:00,0.6139113252813165,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
37,0,0.95,27.693716,18.373577,150.72577,115.36949157714844,209.44384765625,100.0,24,2014-04-05,2014-04-08,2014-04-06 12:00:00,1.1539048353830974,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
38,0,0.95,,,,,,0.0,0,2014-04-09,2014-04-12,2014-04-10 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
39,0,0.95,,,,,,0.0,0,2014-04-13,2014-04-16,2014-04-14 12:00:00,,not observable,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
40,0,0.95,1.469948,15.7493105,9.333412,7.116886138916016,13.137897491455078,83.33333333333333,20,2014-04-17,2014-04-20,2014-04-18 12:00:00,0.07349740266799927,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
41,0,0.95,20.276718,17.213984,117.79214,91.35084533691406,162.04078674316406,95.83333333333333,23,2014-04-21,2014-04-24,2014-04-22 12:00:00,0.8815964408542799,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
42,0,0.95,23.072397,18.373577,125.57379,96.11750793457031,174.49343872070312,100.0,24,2014-04-25,2014-04-28,2014-04-26 12:00:00,0.961349884668986,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
43,0,0.95,24.84689,18.373577,135.23164,103.50988006591797,187.91368103027344,100.0,24,2014-04-29,2014-05-02,2014-04-30 12:00:00,1.0352870623270671,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
44,0,0.95,18.399052,18.373577,100.13865,76.64877319335938,139.14955139160156,100.0,24,2014-05-03,2014-05-06,2014-05-04 12:00:00,0.7666271527608236,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
45,0,0.95,22.469484,18.373577,122.29238,93.60582733154297,169.93368530273438,100.0,24,2014-05-07,2014-05-10,2014-05-08 12:00:00,0.9362285137176514,observed,Tolosa,City/municipality,Reliability-qualified DNB-BRDF,4,G2,10.0
